;number;gas_used;block_fee;block_reward;percent
0;8919040;9889869;0.022969221999999935;2.022969222;1.1354212288653365
1;8919041;9925780;0.01912415399999995;2.019124154;0.9471509694990231
2;8919042;9909460;0.01639213199999996;2.016392132;0.8129436601074754
3;8919043;9945022;0.013255365999999968;2.013255366;0.6584046030055368
4;8919044;4367352;0.009309111999999982;2.009309112;0.46329914817008916
5;8919045;9922559;0.02458819799999993;2.024588198;1.2144789752449168
6;8919046;9914857;0.025600057999999926;2.0256000579999998;1.263825891932312
7;8919047;9814143;0.01578501599999996;2.015785016;0.7830704105204024
8;8919048;3406107;0.008297251999999986;2.008297252;0.4131486009721426
9;8919049;9924950;0.01285062199999997;2.0128506219999998;0.638428995154712
10;8919050;9913910;0.010725715999999977;2.010725716;0.5334251168447272
11;8919051;9915392;0.02438582599999993;2.024385826;1.2046036722250755
12;8919052;8914913;0.01912415399999995;2.019124154;0.9471509694990231
13;8919053;9930650;0.010320971999999979;2.010320972;0.5133992105614853
14;8919054;9928198;0.02479056999999993;2.02479057;1.2243523042484306
15;8919055;9940393;0.008297251999999986;2.008297252;0.4131486009721426
16;8919056;9943449;0.012041133999999972;2.012041134;0.5984536695858611
17;8919057;7859563;0.014368411999999964;2.014368412;0.7132961336369468
18;8919058;8345656;0.019731269999999947;2.01973127;0.9769255095010708
19;8919059;9954823;0.009612669999999981;2.00961267;0.47833446432242
20;8919060;9966134;0.02458819799999993;2.024588198;1.2144789752449168
21;8919061;9948996;0.019731269999999947;2.01973127;0.9769255095010708
22;8919062;9969689;0.010826901999999977;2.010826902;0.5384303337712149
23;8919063;9930828;0.007487763999999989;2.007487764;0.3729917628529062
24;8919064;5041722;0.006374717999999993;2.006374718;0.3177232020923019
25;8919065;9961031;0.011535203999999974;2.011535204;0.573452752756296
26;8919066;4902231;0.012142319999999972;2.01214232;0.6034523442655871
27;8919067;9942679;0.010219785999999979;2.010219786;0.5083914739659208
28;8919068;1589360;0.004452184;2.004452184;0.22211475212720763
29;8919069;9941234;0.005565229999999996;2.00556523;0.2774893539613266
30;8919070;9944107;0.008701995999999984;2.008701996;0.4332148829108837
31;8919071;9939270;0.01295180799999997;2.012951808;0.6434236502099095
32;8919072;1058472;0.0031367660000000013;2.003136766;0.15659270266721276
33;8919073;9930042;0.019731269999999947;2.01973127;0.9769255095010708
34;8919074;0;0.0;2.0;0.0
35;8919075;5944000;0.013356551999999968;2.013356552;0.6633972500664139
36;8919076;4171628;0.008499623999999985;2.008499624;0.4231827528587072
37;8919077;9909461;0.013963667999999966;2.013963668;0.6933425970820425
38;8919078;9905254;0.01578501599999996;2.015785016;0.7830704105204024
39;8919079;9934321;0.011434017999999975;2.011434018;0.5684510601729306
40;8919080;9930286;0.025195313999999927;2.025195314;1.2440930425735681
41;8919081;9923253;0.026105987999999924;2.026105988;1.2884808669742664
42;8919082;9916277;0.023677523999999932;2.023677524;1.1700245577269124
43;8919083;9911266;0.01639213199999996;2.016392132;0.8129436601074754
44;8919084;9901073;0.01274943599999997;2.012749436;0.633433837911654
45;8919085;4618628;0.01285062199999997;2.0128506219999998;0.638428995154712
46;8919086;9891061;0.020136013999999945;2.0201360139999998;0.9967652603811235
47;8919087;9888365;0.013862481999999966;2.013862482;0.6883529597429566
48;8919088;9891890;0.020034827999999946;2.020034828;0.9918060680090386
49;8919089;9899117;0.009207925999999983;2.009207926;0.45828636652511306
50;8919090;9903218;0.019326525999999948;2.019326526;0.9570778054544284
51;8919091;2556812;0.006273531999999993;2.006273532;0.3126957466136773
52;8919092;1666344;0.002732022000000001;2.002732022;0.13641475594281985
53;8919093;9883390;0.02135024599999994;2.021350246;1.056236841796686
54;8919094;9784468;0.01851703799999995;2.018517038;0.9173585187245741
55;8919095;9898056;0.017100433999999956;2.017100434;0.8477730564010159
56;8919096;1117590;0.0020237200000000006;2.00202372;0.10108371742968163
57;8919097;9885076;0.012041133999999972;2.012041134;0.5984536695858611
58;8919098;9893244;0.011231645999999975;2.011231646;0.5584461651813117
59;8919099;9877646;0.014975527999999962;2.014975528;0.743211408372001
60;8919100;9894563;0.02438582599999993;2.024385826;1.2046036722250755
61;8919101;9897756;0.01598738799999996;2.015987388;0.7930301595716113
62;8919102;9912583;0.012243505999999972;2.012243506;0.6084505162269349
63;8919103;9909607;0.012142319999999972;2.01214232;0.6034523442655871
64;8919104;9912040;0.023373965999999934;2.023373966;1.155197526150237
65;8919105;9931445;0.024992941999999928;2.024992942;1.2342236598274487
66;8919106;9929734;0.02428463999999993;2.02428464;1.1996652802740198
67;8919107;9851965;0.02155261799999994;2.021552618;1.0661418262425826
68;8919108;0;0.0;2.0;0.0
69;8919109;9923518;0.006981833999999991;2.006981834;0.34787728925701833
70;8919110;9923235;0.013862481999999966;2.013862482;0.6883529597429566
71;8919111;9843391;0.006577089999999992;2.00657709;0.3277765919274994
72;8919112;9908379;0.018112293999999952;2.018112294;0.8974869264633673
73;8919113;9348336;0.004553369999999999;2.00455337;0.22715134793343017
74;8919114;9417551;0.004654555999999999;2.004654556;0.23218743528997313
75;8919115;9658877;0.01629094599999996;2.016290946;0.8079660344812143
76;8919116;9961260;0.023070407999999935;2.023070408;1.140366045035835
77;8919117;2007603;0.005767601999999995;2.005767602;0.28755086054082124
78;8919118;9952837;0.020136013999999945;2.0201360139999998;0.9967652603811235
79;8919119;9968132;0.004856927999999998;2.004856928;0.24225808496196083
80;8919120;9969728;0.006981833999999991;2.006981834;0.34787728925701833
81;8919121;9955318;0.014975527999999962;2.014975528;0.743211408372001
82;8919122;856827;0.002428464000000001;2.002428464;0.12127594286933793
83;8919123;9949136;0.024891755999999928;2.0248917559999997;1.2292882286790214
84;8919124;9954731;0.008196065999999986;2.008196066;0.4081307666499525
85;8919125;9945966;0.019326525999999948;2.019326526;0.9570778054544284
86;8919126;9942500;0.006577089999999992;2.00657709;0.3277765919274994
87;8919127;9950493;0.02458819799999993;2.024588198;1.2144789752449168
88;8919128;2700246;0.007487763999999989;2.007487764;0.3729917628529062
89;8919129;9954000;0.010624529999999978;2.01062453;0.5284193961365815
90;8919130;9956853;0.01861822399999995;2.018618224;0.9223251716764423
91;8919131;9064367;0.02175498999999994;2.02175499;1.0760448277661945
92;8919132;9934068;0.006374717999999993;2.006374718;0.3177232020923019
93;8919133;9926223;0.004654555999999999;2.004654556;0.23218743528997313
94;8919134;9928904;0.012445877999999971;2.012445878;0.6184453522978157
95;8919135;6715872;0.01871940999999995;2.01871941;0.9272913267327206
96;8919136;1731026;0.004553369999999999;2.00455337;0.22715134793343017
97;8919137;2369284;0.00708301999999999;2.00708302;0.35290119688222915
98;8919138;9949120;0.020641943999999943;2.020641944;1.0215537721214374
99;8919139;9922218;0.005160485999999997;2.005160486;0.257360248021564
100;8919140;7753204;0.01011859999999998;2.0101186;0.5033832332082285
101;8919141;9955481;0.02458819799999993;2.024588198;1.2144789752449168
102;8919142;9953601;0.0018213480000000004;2.001821348;0.09098454274252252
103;8919143;0;0.0;2.0;0.0
104;8919144;9948336;0.01882059599999995;2.018820596;0.9322569839682748
105;8919145;9966060;0.023576337999999933;2.023576338;1.1650827081374941
106;8919146;897702;0.0021249060000000006;2.002124906;0.10613253916536616
107;8919147;4181296;0.01011859999999998;2.0101186;0.5033832332082285
108;8919148;9980850;0.025498871999999926;2.025498872;1.258893418924596
109;8919149;9970694;0.01639213199999996;2.016392132;0.8129436601074754
110;8919150;9933428;0.019427711999999948;2.019427712;0.9620404773369747
111;8919151;5000010;0.012142319999999972;2.01214232;0.6034523442655871
112;8919152;1636507;0.004755741999999999;2.004755742;0.2372230142738256
113;8919153;9956150;0.02438582599999993;2.024385826;1.2046036722250755
114;8919154;9948786;0.02135024599999994;2.021350246;1.056236841796686
115;8919155;9944289;0.007892507999999987;2.007892508;0.3930742292505226
116;8919156;873201;0.0030355800000000013;2.00303558;0.15154898047292806
117;8919157;9925071;0.02428463999999993;2.02428464;1.1996652802740198
118;8919158;9936145;0.018213479999999952;2.01821348;0.9024555717465503
119;8919159;9941476;0.009410297999999982;2.009410298;0.4683114249671264
120;8919160;9947567;0.00971385599999998;2.009713856;0.4833452270331554
121;8919161;9937954;0.004350998;2.004350998;0.21707764779430114
122;8919162;9922343;0.020439571999999944;2.020439572;1.0116398571508451
123;8919163;9958295;0.012344691999999971;2.012344692;0.613448185545738
124;8919164;9968398;0.011939947999999973;2.0119399479999998;0.5934544921119074
125;8919165;9943044;0.006577089999999992;2.00657709;0.3277765919274994
126;8919166;9931659;0.002630836000000001;2.002630836;0.13136899485951994
127;8919167;9931120;0.01629094599999996;2.016290946;0.8079660344812143
128;8919168;9936190;0.02155261799999994;2.021552618;1.0661418262425826
129;8919169;9952782;0.025397685999999926;2.025397686;1.2539604530781483
130;8919170;9834991;0.014874341999999962;2.014874342;0.7382267811914973
131;8919171;7673882;0.01001741399999998;2.010017414;0.49837448821226876
132;8919172;3984473;0.010826901999999977;2.010826902;0.5384303337712149
133;8919173;6782285;0.01527908599999996;2.015279086;0.7581622866104591
134;8919174;9960210;0.005362857999999996;2.005362858;0.26742581665985937
135;8919175;7052728;0.010523343999999978;2.010523344;0.5234131715707141
136;8919176;197340;0.000607116;2.000607116;0.03034658805042459
137;8919177;3235618;0.008196065999999986;2.008196066;0.4081307666499525
138;8919178;0;0.0;2.0;0.0
139;8919179;9959145;0.019528897999999947;2.019528898;0.967002651922436
140;8919180;3852818;0.00981504199999998;2.009815042;0.4883554852009104
141;8919181;9005943;0.020641943999999943;2.020641944;1.0215537721214374
142;8919182;7186857;0.0037438820000000018;2.003743882;0.1868443384222895
143;8919183;4805838;0.00971385599999998;2.009713856;0.4833452270331554
144;8919184;9956294;0.024992941999999928;2.024992942;1.2342236598274487
145;8919185;9969094;0.022159733999999938;2.022159734;1.0958448844279052
146;8919186;9961371;0.023576337999999933;2.023576338;1.1650827081374941
147;8919187;9965627;0.022665663999999936;2.022665664;1.1205838119176148
148;8919188;0;0.0;2.0;0.0
149;8919189;9963586;0.01618975999999996;2.01618976;0.8029879092333034
150;8919190;8467921;0.017808735999999954;2.017808736;0.8825780006931218
151;8919191;9718505;0.004856927999999998;2.004856928;0.24225808496196083
152;8919192;0;0.0;2.0;0.0
153;8919193;9546065;0.017100433999999956;2.017100434;0.8477730564010159
154;8919194;0;0.0;2.0;0.0
155;8919195;1508581;0.004755741999999999;2.004755742;0.2372230142738256
156;8919196;9939624;0.01851703799999995;2.018517038;0.9173585187245741
157;8919197;9948219;0.015177899999999961;2.0151779;0.7531791610060811
158;8919198;9914946;0.010523343999999978;2.010523344;0.5234131715707141
159;8919199;0;0.0;2.0;0.0
160;8919200;9926726;0.020034827999999946;2.020034828;0.9918060680090386
161;8919201;9918517;0.017808735999999954;2.017808736;0.8825780006931218
162;8919202;6713704;0.008803181999999984;2.008803182;0.43823018994003093
163;8919203;199352;0.00050593;2.00050593;0.025290102489223816
164;8919204;929646;0.0023272780000000008;2.002327278;0.116228651807839
165;8919205;962127;0.0016189760000000003;2.001618976;0.08088332591826908
166;8919206;9929468;0.03025461399999991;2.030254614;1.4901881661232816
167;8919207;8023218;0.011636389999999974;2.01163639;0.5784539421659584
168;8919208;9911145;0.01882059599999995;2.018820596;0.9322569839682748
169;8919209;3933804;0.010219785999999979;2.010219786;0.5083914739659208
170;8919210;9931202;0.014368411999999964;2.014368412;0.7132961336369468
171;8919211;9931205;0.016493317999999958;2.0164933179999998;0.8179207861872994
172;8919212;9925416;0.008904367999999984;2.008904368;0.4432449917396956
173;8919213;7527894;0.01861822399999995;2.018618224;0.9223251716764423
174;8919214;9937009;0.01629094599999996;2.016290946;0.8079660344812143
175;8919215;9949239;0.016594503999999958;2.016594504;0.8228974127958824
176;8919216;9939722;0.020034827999999946;2.020034828;0.9918060680090386
177;8919217;9955116;0.01902296799999995;2.019022968;0.942186805276598
178;8919218;3949337;0.008904367999999984;2.008904368;0.4432449917396956
179;8919219;7281219;0.011636389999999974;2.01163639;0.5784539421659584
180;8919220;9946280;0.01588620199999996;2.015886202;0.7880505350073308
181;8919221;778986;0.0017201620000000003;2.001720162;0.0859341896362435
182;8919222;1458120;0.004249812;2.004249812;0.2120400348576907
183;8919223;9966086;0.01295180799999997;2.012951808;0.6434236502099095
184;8919224;9957782;0.010422157999999978;2.010422158;0.5184064430710467
185;8919225;9708346;0.015177899999999961;2.0151779;0.7531791610060811
186;8919226;9674212;0.019427711999999948;2.019427712;0.9620404773369747
187;8919227;3025806;0.008499623999999985;2.008499624;0.4231827528587072
188;8919228;9972206;0.016796875999999957;2.016796876;0.8328491679000379
189;8919229;9960178;0.01841585199999995;2.018415852;0.9123913678022357
190;8919230;9965434;0.018213479999999952;2.01821348;0.9024555717465503
191;8919231;8665532;0.006273531999999993;2.006273532;0.3126957466136773
192;8919232;9978612;0.022969221999999935;2.022969222;1.1354212288653365
193;8919233;2677549;0.004755741999999999;2.004755742;0.2372230142738256
194;8919234;8743150;0.017606363999999954;2.017606364;0.8726362244959669
195;8919235;9010232;0.0034403240000000015;2.003440324;0.1717208123839281
196;8919236;1827470;0.004452184;2.004452184;0.22211475212720763
197;8919237;1621071;0.002529650000000001;2.00252965;0.12632272386079282
198;8919238;8353427;0.009511483999999982;2.009511484;0.47332319699248765
199;8919239;8272331;0.010219785999999979;2.010219786;0.5083914739659208
200;8919240;7961699;0.011332831999999975;2.011332832;0.5634488643399213
201;8919241;9400902;0.020136013999999945;2.0201360139999998;0.9967652603811235
202;8919242;7903128;0.0021249060000000006;2.002124906;0.10613253916536616
203;8919243;8226764;0.0037438820000000018;2.003743882;0.1868443384222895
204;8919244;6507391;0.013660109999999967;2.01366011;0.678372180695379
205;8919245;9989532;0.022159733999999938;2.022159734;1.0958448844279052
206;8919246;9368048;0.005868787999999995;2.005868788;0.2925808525019033
207;8919247;1954522;0.005464043999999996;2.005464044;0.27245783918926225
208;8919248;9969304;0.014874341999999962;2.014874342;0.7382267811914973
209;8919249;601461;0.001113046;2.001113046;0.055621345441970595
210;8919250;9919651;0.020743129999999943;2.02074313;1.026509984967755
211;8919251;8421166;0.004654555999999999;2.004654556;0.23218743528997313
212;8919252;9941653;0.0035415100000000016;2.00354151;0.1767624969247581
213;8919253;686819;0.0016189760000000003;2.001618976;0.08088332591826908
214;8919254;9910800;0.020743129999999943;2.02074313;1.026509984967755
215;8919255;9929594;0.008196065999999986;2.008196066;0.4081307666499525
216;8919256;5209176;0.010928087999999976;2.010928088;0.543435046992092
217;8919257;9791910;0.009005553999999983;2.009005554;0.4482592883862174
218;8919258;9547304;0.00708301999999999;2.00708302;0.35290119688222915
219;8919259;9210872;0.0021249060000000006;2.002124906;0.10613253916536616
220;8919260;9292731;0.0030355800000000013;2.00303558;0.15154898047292806
221;8919261;9922395;0.01274943599999997;2.012749436;0.633433837911654
222;8919262;6474453;0.004755741999999999;2.004755742;0.2372230142738256
223;8919263;7251114;0.0061723459999999935;2.006172346;0.3076677839920735
224;8919264;7122612;0.006880647999999991;2.006880648;0.34285287502558004
225;8919265;9377865;0.01851703799999995;2.018517038;0.9173585187245741
226;8919266;9742864;0.011737575999999974;2.011737576;0.5834546284778435
227;8919267;657708;0.0018213480000000004;2.001821348;0.09098454274252252
228;8919268;9925908;0.019630083999999947;2.019630084;0.9719643292855576
229;8919269;9928090;0.020237199999999945;2.0202372;1.0017239559790279
230;8919270;9928154;0.02135024599999994;2.021350246;1.056236841796686
231;8919271;9925526;0.0031367660000000013;2.003136766;0.15659270266721276
232;8919272;2860142;0.007690135999999988;2.007690136;0.3830340081921879
233;8919273;9949791;0.02468938399999993;2.0246893839999998;1.2194158864617197
234;8919274;9966652;0.011231645999999975;2.011231646;0.5584461651813117
235;8919275;9966475;0.006475903999999992;2.006475904;0.3227501505046727
236;8919276;9985094;0.012445877999999971;2.012445878;0.6184453522978157
237;8919277;9964102;0.014267225999999964;2.014267226;0.708308501267347
238;8919278;9956964;0.019832455999999946;2.019832456;0.9818861926436905
239;8919279;9972223;0.013862481999999966;2.013862482;0.6883529597429566
240;8919280;2830525;0.00708301999999999;2.00708302;0.35290119688222915
241;8919281;9963000;0.012142319999999972;2.01214232;0.6034523442655871
242;8919282;9970829;0.01578501599999996;2.015785016;0.7830704105204024
243;8919283;9979350;0.019731269999999947;2.01973127;0.9769255095010708
244;8919284;9979376;0.014267225999999964;2.014267226;0.708308501267347
245;8919285;9983533;0.015076713999999962;2.015076714;0.748195534951726
246;8919286;9749996;0.004148626000000001;2.004148626;0.2070019132403407
247;8919287;9990490;0.005868787999999995;2.005868788;0.2925808525019033
248;8919288;3209490;0.008499623999999985;2.008499624;0.4231827528587072
249;8919289;9999120;0.010624529999999978;2.01062453;0.5284193961365815
250;8919290;944331;0.0019225340000000005;2.001922534;0.09603438531453187
251;8919291;9960844;0.008803181999999984;2.008803182;0.43823018994003093
252;8919292;9970304;0.011434017999999975;2.011434018;0.5684510601729306
253;8919293;9965736;0.006880647999999991;2.006880648;0.34285287502558004
254;8919294;8796246;0.0033391380000000015;2.003339138;0.16667861854551366
255;8919295;7934603;0.002428464000000001;2.002428464;0.12127594286933793
256;8919296;9241779;0.017100433999999956;2.017100434;0.8477730564010159
257;8919297;6171356;0.009511483999999982;2.009511484;0.47332319699248765
258;8919298;9996289;0.02165380399999994;2.021653804;1.0710935748324564
259;8919299;9996761;0.002630836000000001;2.002630836;0.13136899485951994
260;8919300;9998732;0.013862481999999966;2.013862482;0.6883529597429566
261;8919301;4820616;0.012243505999999972;2.012243506;0.6084505162269349
262;8919302;9978825;0.011332831999999975;2.011332832;0.5634488643399213
263;8919303;8167150;0.00981504199999998;2.009815042;0.4883554852009104
264;8919304;7198283;0.013963667999999966;2.013963668;0.6933425970820425
265;8919305;3403421;0.008701995999999984;2.008701996;0.4332148829108837
266;8919306;0;0.0;2.0;0.0
267;8919307;8763823;0.015177899999999961;2.0151779;0.7531791610060811
268;8919308;6762410;0.004654555999999999;2.004654556;0.23218743528997313
269;8919309;9313244;0.004452184;2.004452184;0.22211475212720763
270;8919310;9989480;0.026510731999999922;2.0265107319999998;1.3081959834397723
271;8919311;7266365;0.004553369999999999;2.00455337;0.22715134793343017
272;8919312;9971087;0.0030355800000000013;2.00303558;0.15154898047292806
273;8919313;5397370;0.013862481999999966;2.013862482;0.6883529597429566
274;8919314;59465;0.000202372;2.000202372;0.010117576242930283
275;8919315;9289024;0.020338385999999944;2.020338386;1.006682154877393
276;8919316;4921383;0.005362857999999996;2.005362858;0.26742581665985937
277;8919317;6500027;0.017201619999999956;2.01720162;0.852746687760441
278;8919318;3758090;0.010624529999999978;2.01062453;0.5284193961365815
279;8919319;6217412;0.012041133999999972;2.012041134;0.5984536695858611
280;8919320;926094;0.0019225340000000005;2.001922534;0.09603438531453187
281;8919321;9974490;0.025195313999999927;2.025195314;1.2440930425735681
282;8919322;422675;0.001315418;2.001315418;0.06572767031968173
283;8919323;8414567;0.013457737999999967;2.013457738;0.6683893953179149
284;8919324;2210172;0.006071159999999994;2.00607116;0.30263931415074996
285;8919325;9984288;0.019427711999999948;2.019427712;0.9620404773369747
286;8919326;9978730;0.022159733999999938;2.022159734;1.0958448844279052
287;8919327;9869298;0.017909921999999953;2.017909922;0.8875481410116163
288;8919328;6622731;0.004148626000000001;2.004148626;0.2070019132403407
289;8919329;264079;0.000708302;2.000708302;0.035402562147213
290;8919330;4260094;0.008701995999999984;2.008701996;0.4332148829108837
291;8919331;9954828;0.004856927999999998;2.004856928;0.24225808496196083
292;8919332;6741477;0.012142319999999972;2.01214232;0.6034523442655871
293;8919333;1141172;0.002630836000000001;2.002630836;0.13136899485951994
294;8919334;9611777;0.017505177999999955;2.017505178;0.8676645884672894
295;8919335;4833164;0.004452184;2.004452184;0.22211475212720763
296;8919336;9972241;0.0072853919999999895;2.007285392;0.36294749262042103
297;8919337;3224277;0.009106739999999983;2.00910674;0.45327307995592026
298;8919338;9985474;0.026308359999999923;2.02630836;1.2983394097036605
299;8919339;9976416;0.02701666199999992;2.027016662;1.3328288073045904
300;8919340;9990002;0.014773155999999963;2.014773156;0.7332416533347917
301;8919341;9969516;0.01841585199999995;2.018415852;0.9123913678022357
302;8919342;9990528;0.01548145799999996;2.015481458;0.7681270367707824
303;8919343;9227169;0.020540757999999944;2.020540758;1.0165970628739944
304;8919344;9951559;0.00708301999999999;2.00708302;0.35290119688222915
305;8919345;2352248;0.006779461999999991;2.006779462;0.337827954111282
306;8919346;3497171;0.010422157999999978;2.010422158;0.5184064430710467
307;8919347;9939462;0.026510731999999922;2.0265107319999998;1.3081959834397723
308;8919348;9946043;0.01527908599999996;2.015279086;0.7581622866104591
309;8919349;9943358;0.017707549999999954;2.01770755;0.8776073618795723
310;8919350;9962623;0.018112293999999952;2.018112294;0.8974869264633673
311;8919351;9860431;0.01011859999999998;2.0101186;0.5033832332082285
312;8919352;9971926;0.02165380399999994;2.021653804;1.0710935748324564
313;8919353;9960927;0.01912415399999995;2.019124154;0.9471509694990231
314;8919354;9998582;0.026004801999999924;2.026004802;1.2835508570527032
315;8919355;7657579;0.017808735999999954;2.017808736;0.8825780006931218
316;8919356;9993113;0.02165380399999994;2.021653804;1.0710935748324564
317;8919357;9969563;0.025498871999999926;2.025498872;1.258893418924596
318;8919358;9990834;0.013660109999999967;2.01366011;0.678372180695379
319;8919359;9983448;0.007690135999999988;2.007690136;0.3830340081921879
320;8919360;9986416;0.006577089999999992;2.00657709;0.3277765919274994
321;8919361;0;0.0;2.0;0.0
322;8919362;9975285;0.01568382999999996;2.01568383;0.7780897860355392
323;8919363;9988620;0.02721903399999992;2.027219034;1.342678494207544
324;8919364;9975021;0.01871940999999995;2.01871941;0.9272913267327206
325;8919365;9974910;0.01912415399999995;2.019124154;0.9471509694990231
326;8919366;379373;0.001315418;2.001315418;0.06572767031968173
327;8919367;9966070;0.010219785999999979;2.010219786;0.5083914739659208
328;8919368;4460149;0.010928087999999976;2.010928088;0.543435046992092
329;8919369;9983742;0.004452184;2.004452184;0.22211475212720763
330;8919370;9993889;0.028635637999999915;2.028635638;1.4115712779368965
331;8919371;9975300;0.020034827999999946;2.020034828;0.9918060680090386
332;8919372;9976815;0.013660109999999967;2.01366011;0.678372180695379
